b1	r1
0.299	0.068
0.299	0.068
0.299	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.298	0.067
0.298	0.067
0.299	0.067
0.296	0.067
0.296	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.296	0.065
0.296	0.065
0.296	0.065
0.297	0.068
0.297	0.068
0.297	0.068
0.298	0.067
0.296	0.068
0.296	0.068
0.301	0.064
0.301	0.064
0.302	0.067
0.302	0.067
0.297	0.068
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.299	0.066
0.298	0.068
0.298	0.068
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.297	0.067
0.297	0.067
0.299	0.065
0.299	0.065
0.297	0.067
0.297	0.067
0.297	0.067
0.295	0.067
0.295	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.067
0.298	0.067
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.299	0.068
0.299	0.068
0.301	0.066
0.301	0.066
0.301	0.066
0.294	0.069
0.298	0.067
0.296	0.068
0.296	0.068
0.298	0.065
0.298	0.065
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.067
0.3	0.067
0.294	0.067
0.294	0.067
0.294	0.067
0.301	0.067
0.301	0.067
0.297	0.068
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.296	0.067
0.296	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.293	0.068
0.299	0.067
0.299	0.067
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.298	0.066
0.3	0.065
0.3	0.065
0.293	0.067
0.293	0.067
0.293	0.067
0.298	0.066
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.298	0.067
0.298	0.067
0.295	0.069
0.295	0.069
0.295	0.069
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.297	0.067
0.297	0.066
0.297	0.066
0.297	0.065
0.297	0.065
0.297	0.065
0.297	0.065
0.297	0.065
0.297	0.065
0.297	0.07
0.297	0.07
0.297	0.07
0.297	0.07
0.297	0.07
0.297	0.07
0.297	0.07
0.296	0.068
0.3	0.066
0.296	0.069
0.296	0.069
0.296	0.069
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.298	0.065
0.298	0.066
0.298	0.066
0.298	0.066
0.302	0.065
0.302	0.065
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.295	0.067
0.296	0.069
0.301	0.068
0.301	0.068
0.301	0.068
0.301	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.067
0.295	0.067
0.295	0.067
0.301	0.065
0.3	0.065
0.3	0.065
0.3	0.065
0.3	0.065
0.295	0.07
0.295	0.069
0.295	0.069
0.298	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.297	0.067
0.297	0.067
0.294	0.071
0.294	0.071
0.298	0.068
0.298	0.068
0.296	0.068
0.296	0.068
0.298	0.066
0.298	0.066
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.296	0.065
0.296	0.065
0.297	0.068
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.068
0.299	0.068
0.299	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.295	0.068
0.295	0.068
0.294	0.067
0.3	0.067
0.3	0.067
0.298	0.066
0.298	0.067
0.298	0.067
0.298	0.067
0.293	0.07
0.295	0.067
0.297	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.295	0.07
0.297	0.069
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.297	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.296	0.069
0.296	0.069
0.296	0.069
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.3	0.065
0.3	0.065
0.3	0.065
0.296	0.068
0.296	0.068
0.299	0.066
0.299	0.066
0.299	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.297	0.068
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.302	0.064
0.302	0.064
0.302	0.064
0.302	0.064
0.302	0.064
0.302	0.064
0.302	0.064
0.302	0.064
0.3	0.066
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.293	0.069
0.3	0.064
0.3	0.064
0.3	0.064
0.3	0.064
0.297	0.067
0.301	0.067
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.3	0.066
0.294	0.068
0.3	0.066
0.301	0.065
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.299	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.298	0.067
0.294	0.067
0.294	0.067
0.294	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.297	0.067
0.297	0.067
0.299	0.066
0.299	0.065
0.299	0.065
0.299	0.065
0.299	0.065
0.299	0.065
0.301	0.067
0.301	0.067
0.295	0.07
0.295	0.07
0.295	0.07
0.301	0.067
0.296	0.066
0.296	0.066
0.298	0.066
0.298	0.066
0.293	0.067
0.294	0.067
0.294	0.067
0.296	0.065
0.296	0.065
0.296	0.067
0.296	0.067
0.296	0.069
0.296	0.069
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.3	0.067
0.3	0.067
0.3	0.067
0.299	0.068
0.298	0.067
0.297	0.068
0.297	0.067
0.297	0.067
0.297	0.068
0.297	0.068
0.297	0.068
0.299	0.066
0.296	0.068
0.297	0.066
0.299	0.069
0.299	0.069
0.301	0.065
0.301	0.065
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.298	0.068
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.301	0.067
0.302	0.067
0.303	0.064
0.296	0.067
0.296	0.067
0.296	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.299	0.067
0.299	0.067
0.299	0.067
0.297	0.066
0.297	0.066
0.296	0.068
0.297	0.067
0.301	0.068
0.301	0.068
0.295	0.068
0.295	0.068
0.3	0.067
0.3	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.295	0.067
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.297	0.067
0.297	0.067
0.296	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.298	0.065
0.298	0.065
0.297	0.068
0.301	0.065
0.301	0.065
0.3	0.065
0.3	0.066
0.301	0.067
0.295	0.066
0.295	0.066
0.298	0.067
0.298	0.067
0.3	0.068
0.3	0.068
0.296	0.067
0.3	0.066
0.3	0.066
0.301	0.067
0.301	0.067
0.301	0.067
0.3	0.069
0.3	0.069
0.298	0.066
0.298	0.066
0.298	0.068
0.297	0.069
0.3	0.066
0.294	0.067
0.294	0.067
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.296	0.069
0.296	0.069
0.296	0.069
0.299	0.067
0.299	0.067
0.299	0.067
0.297	0.068
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.066
0.297	0.067
0.297	0.067
0.297	0.066
0.297	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.294	0.069
0.301	0.068
0.301	0.068
0.301	0.068
0.301	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.296	0.07
0.293	0.069
0.299	0.067
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.066
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.3	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.295	0.068
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.299	0.069
0.301	0.065
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.298	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.294	0.069
0.294	0.069
0.294	0.069
0.299	0.068
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.299	0.067
0.299	0.067
0.297	0.068
0.297	0.068
0.295	0.068
0.296	0.066
0.296	0.066
0.296	0.066
0.298	0.067
0.298	0.067
0.297	0.069
0.298	0.066
0.298	0.066
0.298	0.065
0.298	0.065
0.298	0.065
0.303	0.065
0.303	0.065
0.303	0.065
0.299	0.068
0.299	0.068
0.299	0.068
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.297	0.068
0.297	0.068
0.297	0.068
0.296	0.068
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.295	0.07
0.295	0.07
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.298	0.068
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.296	0.065
0.296	0.065
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.295	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.302	0.066
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.298	0.068
0.298	0.068
0.294	0.067
0.294	0.067
0.294	0.067
0.294	0.067
0.294	0.067
0.294	0.067
0.298	0.067
0.298	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.299	0.068
0.296	0.069
0.296	0.069
0.295	0.068
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.297	0.067
0.297	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.299	0.066
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.296	0.067
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.295	0.067
0.295	0.067
0.297	0.068
0.298	0.066
0.298	0.066
0.299	0.068
0.296	0.067
0.296	0.067
0.296	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.297	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.301	0.066
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.298	0.066
0.302	0.066
0.302	0.066
0.302	0.066
0.302	0.066
0.302	0.066
0.302	0.066
0.298	0.069
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.298	0.068
0.297	0.065
0.297	0.065
0.302	0.066
0.297	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.066
0.3	0.068
0.299	0.066
0.295	0.068
0.298	0.068
0.299	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.296	0.067
0.296	0.068
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.299	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.3	0.067
0.299	0.065
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.299	0.067
0.299	0.067
0.299	0.068
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.069
0.297	0.069
0.297	0.069
0.298	0.065
0.298	0.065
0.298	0.065
0.3	0.067
0.297	0.066
0.297	0.066
0.297	0.066
0.299	0.069
0.297	0.067
0.297	0.067
0.297	0.067
0.298	0.068
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.293	0.067
0.293	0.067
0.293	0.067
0.293	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.299	0.067
0.299	0.067
0.297	0.068
0.3	0.067
0.3	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.295	0.066
0.295	0.066
0.295	0.066
0.296	0.066
0.297	0.068
0.298	0.065
0.295	0.071
0.295	0.071
0.297	0.068
0.294	0.069
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.299	0.065
0.299	0.065
0.298	0.066
0.298	0.067
0.298	0.067
0.294	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.297	0.068
0.297	0.068
0.294	0.068
0.294	0.068
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.294	0.068
0.294	0.068
0.296	0.069
0.299	0.069
0.296	0.066
0.297	0.067
0.297	0.067
0.299	0.066
0.299	0.066
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.3	0.067
0.3	0.067
0.3	0.067
0.305	0.063
0.305	0.063
0.298	0.065
0.298	0.065
0.299	0.068
0.299	0.068
0.298	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.297	0.069
0.301	0.066
0.301	0.066
0.301	0.066
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.3	0.065
0.297	0.067
0.294	0.065
0.294	0.065
0.294	0.065
0.294	0.065
0.294	0.065
0.298	0.066
0.298	0.066
0.296	0.067
0.296	0.067
0.296	0.067
0.294	0.069
0.294	0.069
0.296	0.067
0.296	0.067
0.296	0.067
0.296	0.067
0.298	0.068
0.298	0.065
0.298	0.065
0.298	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.3	0.067
0.299	0.066
0.299	0.066
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.298	0.066
0.297	0.069
0.297	0.066
0.297	0.066
0.297	0.066
0.3	0.066
0.296	0.066
0.296	0.066
0.298	0.068
0.298	0.068
0.303	0.066
0.303	0.066
0.303	0.066
0.3	0.067
0.298	0.068
0.298	0.068
0.298	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.295	0.068
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.299	0.066
0.299	0.066
0.297	0.068
0.297	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.293	0.068
0.293	0.068
0.299	0.067
0.299	0.067
0.295	0.069
0.295	0.069
0.298	0.066
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.065
0.297	0.065
0.297	0.065
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.296	0.069
0.296	0.069
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.298	0.066
0.294	0.068
0.298	0.065
0.298	0.065
0.298	0.065
0.298	0.065
0.301	0.066
0.298	0.068
0.298	0.068
0.298	0.068
0.298	0.068
0.296	0.067
0.296	0.067
0.296	0.068
0.297	0.067
0.297	0.067
0.297	0.067
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.298	0.068
0.301	0.066
0.296	0.067
0.296	0.067
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.069
0.299	0.068
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.067
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.296	0.066
0.296	0.066
0.299	0.067
0.299	0.067
0.296	0.066
0.296	0.066
0.296	0.066
0.296	0.066
0.298	0.067
0.295	0.068
0.295	0.068
0.295	0.068
0.3	0.067
0.3	0.067
0.3	0.067
0.292	0.068
0.292	0.068
0.292	0.068
0.292	0.068
0.292	0.068
0.292	0.068
0.292	0.068
0.294	0.07
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.297	0.068
0.3	0.066
0.296	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.293	0.069
0.296	0.068
0.296	0.068
0.296	0.068
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.294	0.067
0.294	0.067
0.294	0.069
0.294	0.069
0.294	0.069
0.297	0.068
0.297	0.067
0.297	0.068
0.297	0.068
0.299	0.066
0.294	0.067
0.297	0.068
0.297	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.3	0.068
0.296	0.068
0.296	0.068
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.301	0.067
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.298	0.068
0.298	0.068
0.298	0.068
0.297	0.069
0.297	0.069
0.297	0.069
0.297	0.069
0.296	0.069
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.296	0.068
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.297	0.066
0.298	0.069
0.296	0.066
0.296	0.066
0.296	0.066
0.302	0.066
0.3	0.067
0.3	0.067
0.3	0.066
0.3	0.066
0.298	0.066
0.297	0.066
0.297	0.066
0.292	0.07
0.292	0.07
0.292	0.07
0.292	0.07
0.296	0.066
0.296	0.066
0.302	0.066
0.294	0.069
0.294	0.069
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.298	0.067
0.295	0.07
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.295	0.07
0.295	0.07
0.299	0.066
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.302	0.065
0.298	0.066
0.298	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.297	0.068
0.298	0.067
0.298	0.067
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.066
0.297	0.067
0.299	0.067
0.299	0.067
0.299	0.065
0.299	0.065
0.299	0.065
0.299	0.065
0.299	0.065
0.296	0.068
0.299	0.066
0.296	0.069
0.296	0.069
0.296	0.069
0.295	0.068
0.296	0.066
0.296	0.066
0.3	0.066
0.3	0.066
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.3	0.068
0.298	0.066
0.298	0.066
0.298	0.067
0.296	0.066
0.303	0.066
0.303	0.066
0.303	0.066
0.303	0.066
0.303	0.066
0.303	0.066
0.303	0.066
0.296	0.069
0.295	0.067
0.296	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.294	0.069
0.295	0.069
0.295	0.069
0.299	0.064
0.299	0.064
0.299	0.064
0.299	0.064
0.298	0.069
0.298	0.069
0.298	0.069
0.299	0.065
0.299	0.065
0.299	0.065
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.295	0.067
0.296	0.071
0.299	0.065
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.067
0.297	0.065
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.298	0.065
0.298	0.065
0.296	0.068
0.296	0.068
0.296	0.068
0.293	0.068
0.297	0.068
0.297	0.068
0.295	0.067
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.068
0.298	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.299	0.068
0.298	0.067
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.296	0.067
0.296	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.298	0.065
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.298	0.068
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.298	0.068
0.298	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.296	0.069
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.3	0.066
0.298	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.297	0.067
0.293	0.069
0.293	0.069
0.293	0.069
0.293	0.069
0.293	0.069
0.294	0.069
0.294	0.069
0.298	0.068
0.298	0.068
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.066
0.298	0.067
0.298	0.067
0.298	0.066
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.3	0.067
0.299	0.065
0.299	0.065
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.066
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.299	0.068
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.294	0.069
0.295	0.067
0.296	0.068
0.296	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.294	0.068
0.299	0.066
0.299	0.066
0.295	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.298	0.067
0.297	0.068
0.297	0.068
0.296	0.068
0.296	0.068
0.296	0.068
0.297	0.068
0.297	0.068
0.299	0.067
0.299	0.067
0.298	0.069
0.298	0.069
0.298	0.069
0.298	0.068
0.298	0.068
0.298	0.068
0.294	0.068
0.295	0.07
0.295	0.07
0.295	0.07
0.295	0.07
0.295	0.07
0.295	0.07
0.297	0.068
0.297	0.068
0.297	0.068
0.297	0.068
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.301	0.066
0.3	0.066
0.297	0.068
0.301	0.069
0.301	0.069
0.301	0.069
0.301	0.069
0.293	0.068
